THE,كتاب الأموال
(354) He (AbU 'Ubayd) said: 'Abd Allah ibn Salih related to us a similar tradition from al-Layth ibn Sa'd from 'Ulwan ibn Salih from Salih ibn Kaysan from Humayd ibn <Abd al-Rahman ibn 'Awf from 'Abd al-Rahman ibn 'Awf from Abu Bakr.,"354 - قَالَ: حَدَّثَنَا عَبْدُ اللَّهِ بْنُ صَالِحٍ، عَنِ اللَّيْثِ بْنِ سَعْدٍ، عَنْ عُلْوَانَ بْنِ صَالِحٍ، عَنْ صَالِحِ بْنِ كَيْسَانَ، عَنْ حُمَيْدِ بْنِ عَبْدِ الرَّحْمَنِ بْنِ عَوْفٍ، عَنْ عَبْدِ الرَّحْمَنِ بْنِ عَوْفٍ، عَنْ أَبِي بَكْرٍ، مِثْلَهُ"
,
(355) He said: Marwan ibn Mu^wiya related to us from Humayd al-Tawil from Habib Abu Yahya from Khalid ibn Zayd al-Muzani — one of his eyes was lost at al-SUs - who said: “We laid siege to its city and faced a strong resistance.,"355 - قَالَ حَدَّثَنَا مَرْوَانُ بْنُ مُعَاوِيَةَ، عَنْ حُمَيْدٍ الطَّوِيلِ، عَنْ حَبِيبٍ أَبِي يَحْيَى، عَنْ خَالِدِ بْنِ زَيْدٍ الْمُزَنِيِّ، وَكَانَتْ عَيْنُهُ أُصِيبَتْ بِالسُّوسِ [ص:176]، قَالَ: حَاصَرْنَا مَدِينَتَهَا، فَلَقِيَنَا جَهْدًا،"
Our commander was AbU Musa al-Ash^ri.,"وَأَمِيرُ الْجَيْشِ أَبُو مُوسَى الْأَشْعَرِيُّ،"
The dihqdn of the city agreed with them that he would open the gates of the city on the condition of the safety of one hundred members of his family.,"فَصَالَحَهُ دِهْقَانُهَا عَلَى أَنْ يَفْتَحَ لَهُ الْمَدِينَةَ وَيُؤَمِّنَ لَهُ مِائَةً مِنْ أَهْلِهِ،"
He did so and sought the fulfilment of the promise from Abu Musa and those with him.,فَفَعَلَ فَأَخَذَ عَهْدَ أَبِي مُوسَى الْأَشْعَرِيِّ وَمَنْ مَعَهُ
"Abu Musa said, ‘Separate them.’",فَقَالَ أَبُو مُوسَى: «اعْزِلْهُمْ»
"He started separating them and Abu Musa started saying to his companions, ‘I hope God will make him forget his own self.’","فَجَعَلَ يَعْزِلُهُمْ، وَجَعَلَ أَبُو مُوسَى يَقُولُ لِأَصْحَابِهِ: إِنِّي لَأَرْجُو أَنْ يَخْدَعَهُ اللَّهُ عَنْ نَفْسِهِ"
The man separated a hundred persons and did not include himself.,"فَعَزَلَ الْمِائَةَ، وَبَقِيَ عَدُوُّ اللَّهِ،"
AbU Musa ordered his execution.,"فَأَمَرَ بِهِ أَبُو مُوسَى،"
"He raised hue and cry and tried to offer a lot of wealth, but he (Abu Musa) refused and executed him.”","قَالَ: فَنَادَى، وَبَذَلَ مَالًا كَثِيرًا، فَأَبَى عَلَيْهِ وَضَرَبَ عُنُقَهُ"
"(356) He said: Yazid related to us from Jarir ibn Hazim, who said: “I heard al-Hasan, may God have mercy on him, saying, ‘'Abd Allah ibn 'Amir sent a chained (tied-up) prisoner for execution to Ibn 'Umar, when he was in Faris.","356 - قَالَ حَدَّثَنَا يَزِيدُ، عَنْ جَرِيرِ بْنِ حَازِمٍ، قَالَ: سَمِعْتُ الْحَسَنَ، رَحِمَهُ اللَّهُ يَقُولُ: بَعَثَ عَبْدُ اللَّهِ بْنُ عَامِرٍ إِلَى ابْنِ عُمَرَ وَهُوَ بِفَارِسَ بِأَسِيرٍ مُوثَقٍ، يَقْتُلَهُ"
"Ibn 'Umar said, “As long as he is tied up, I will not do it.” ’”",فَقَالَ ابْنُ عُمَرَ: أَمَا وَهُوَ مَصْرُورٌ فَلَا
Abu 'Ubayd said: Masrur is one who is bound.,قَالَ أَبُو عُبَيْدٍ: الْمَصْرُورُ: الْمُوثَقُ
(357) He said: 'Abd Allah ibn Salih related to us from al-Layth from Yazid ibn Abi Habib that a prisoner was brought to 'Umar ibn 'Abd al-'Aziz from,"357 - قَالَ حَدَّثَنَا عَبْدُ اللَّهِ بْنُ صَالِحٍ، عَنِ اللَّيْثِ، عَنْ يَزِيدَ بْنِ أَبِي حَبِيبٍ، أَنَّ عُمَرَ بْنَ عَبْدِ الْعَزِيزِ أُتِيَ بِأَسِيرٍ مِنَ الْخَزَرِ، فَقَالَ عُمَرُ: لَأَقْتُلَنَّكَ،"
al-Khazar. He said to the prisoner: “We shall definitely execute you.”,
"The prisoner replied: “In that case, the population of al-Khazar will not be affected.”","فَقَالَ الْأَسِيرُ [ص:177]: إِذَنْ لَا يَنْقُصُ مِنْ عَدَدِ الْخَزَرِ شَيْءٌ،"
'Umar ordered his execution.,"فَقَتَلَهُ عُمَرُ،"
It is said that no other prisoner was executed during his khilafa.,قَالَ: وَلَمْ يَقْتُلْ أَسِيرًا فِي خِلَافَتِهِ غَيْرَهُ
"Abu 'Ubayd said: These are the rules for the prisoners as regards generosity, ransom and execution.","قَالَ أَبُو عُبَيْدٍ: فَهَذِهِ أَحْكَامُ الْأُسَارَى: الْمَنُّ وَالْفِدَاءُ وَالْقَتْلُ،"
"The rules apply exclusively to the Arabs, because their men are not to be enslaved.","وَكَانَتْ هَذِهِ فِي الْعَرَبِ خَاصَّةً لِأَنَّهُ لَا رِقَّ عَلَى رِجَالِهِمْ،"
This is a sunna that has come down from the Messenger of God (pbuh) and he did not enslave any of their males.,وَبِذَلِكَ مَضَتْ سُنَّةُ رَسُولِ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: أَنَّهُ لَمْ يَسْتَرِقَّ أَحَدًا مِنْ ذُكُورِهِمْ
"'Umar took a similar decision, so much so that he returned as free men the prisoners of the Ahl al-Jahiliyya and the children of their slave girls to their families on the condition that they pay ransom to those Muslims who had them in their possession.","وَكَذَلِكَ حَكَمَ عُمَرُ فِيهِمْ أَيْضًا حَتَّى رَدَّ سَبْيَ أَهْلِ الْجَاهِلِيَّةِ وَأَوْلَادَ الْإِمَاءِ مِنْهُمْ أَحْرَارًا إِلَى عَشَائِرِهِمْ، عَلَى فِدْيَةٍ يُؤَدُّونَهَا إِلَى الَّذِينَ أَسْلَمُوا وَهُمْ فِي أَيْدِيهِمْ،"
This is his well-known decision.,قَالَ: وَهَذَا مَشْهُورٌ مِنْ رَأْيِهِ
"(358) He said: Aba Bakr ibn ‘Ayyash related to us from Abu Husayn from al-ShaTu, who said: “When 'Umar assumed authority, he said: ‘There are no ownership rights over an Arab.","358 - قَالَ حَدَّثَنَا أَبُو بَكْرِ بْنُ عَيَّاشٍ، حَدَّثَنَا أَبُو حُصَيْنٍ، عَنِ الشَّعْبِيِّ، قَالَ: لَمَّا قَامَ عُمَرُ، قَالَ: «لَيْسَ عَلَى عَرَبِيٍّ مِلْكٌ،"
,
,
"We shall not deprive anyone of any property that he had when he embraced Islam; however, we shall pay him a diya of five camels.’”","وَلَسْنَا بِنَازِعِي مِنْ يَدِ رَجُلٍ شَيْئًا أَسْلَمَ عَلَيْهِ، وَلَكِنَّا نُقَوِّمُهُمُ الْمِلَّةَ خَمْسًا مِنَ الْإِبِلِ»"
"(359) He said: Hushaym related to us from Mujalid from al-ShaQ)!, who said: “People from some of the Arab tribes continued to recognize their relatives who had been enslaved during the Jahiliyya.","359 - قَالَ حَدَّثَنَا هُشَيْمٌ، عَنْ مُجَالِدٍ، عَنِ الشَّعْبِيِّ، قَالَ: كَانَ الرَّجُلُ لَا يَزَالُ قَدْ عَرَفَ ذَا قَرَابَتِهِ فِي بَعْضِ أَحْيَاءِ الْعَرَبِ قَدْ سُبِيَ فِي الْجَاهِلِيَّةِ،"
This was mentioned to 'Umar and he paid the ransom of four hundred dirhams for every such person.,"فَذُكِرَ ذَلِكَ لِعُمَرَ، فَفَدَى كُلَّ رَجُلٍ مِنْهُمْ بِأَرْبَعِمِائَةِ دِرْهَمٍ،"
'Utman also paid four hundred dirhams for a man from the Hamadhan tribe.”,وَفَدَى عُثْمَانُ رَجُلًا مِنْ هَمَذَانَ بِأَرْبَعِمِائَةِ دِرْهَمٍ
(360) He said: Mu<adh ibn 'Awn related to us saying: “Ghadira al-'Anbari reported to us saying: ‘We presented to 'Umar the case of the women and slave girls who were sold during the Jahiliyya.,"360 - قَالَ حَدَّثَنَا مُعَاذٌ، عَنِ ابْنِ عَوْنٍ، قَالَ: أَنْبَأَنَا غَاضِرَةُ الْعَنْبَرِيُّ، قَالَ: أَتَيْنَا عُمَرَ فِي نِسَاءٍ أَوْ إِمَاءٍ مُبَاعِينَ فِي الْجَاهِلِيَّةِ،"
"He ordered that a value to be paid by the fathers should be fixed for all of their children, and that they should not be enslaved.’”","«فَأَمَرَ بِأَوْلَادِهِنَّ أَنْ يَقُومُوا عَلَى آبَائِهِمْ، وَأَنْ لَا يُسْتَرَقُّوا»"
"(362) He said: Hajjaj related to us from Ibn Jurayj from Ma(mar from Ibn TawUs from his father from Ibn 'Abbas, who said: “'Umar said to me at the time of his death, ‘Take from me three things (advice).","361 - قَالَ حَدَّثَنَا حَجَّاجٌ، عَنِ ابْنِ جُرَيْجٍ، عَنْ مَعْمَرٍ، عَنِ ابْنِ طَاوُسٍ، عَنْ أَبِيهِ، عَنِ ابْنِ عَبَّاسٍ، قَالَ: قَالَ لِي عُمَرُ عِنْدَ مَوْتِهِ اعْقِلْ عَنِّي ثَلَاثًا:"
All authority is based on shura (consultation).,"«الْإِمَارَةُ شُورَى،"
"A slave is the compensation for the freeing of an Arab, and as for the child of a slave girl there are two camels.’” Ibn ' Abbas did not reveal the third.","وَفِي فِدَاءِ الْعَرَبِيِّ عَبْدٌ، وَفِي ابْنِ الْأَمَةِ بَعِيرَانِ» ، قَالَ: وَكَتَمَ ابْنُ عَبَّاسٍ الثَّالِثَةَ"
(363) He said: 'Abd Allah ibn Salih related to us from al-Layth ibn Sa'd from 'Uqayl from Ibn Shihab from Sa'id ibn al-Musayyab that 'Urnar determined the ransom for each Arab person to be six young she-camels (in their ninth year).,"362 - قَالَ حَدَّثَنَا عَبْدُ اللَّهِ بْنُ صَالِحٍ، عَنِ اللَّيْثِ بْنِ سَعْدٍ، عَنْ عُقَيْلٍ، عَنِ ابْنِ شِهَابٍ، عَنْ سَعِيدِ بْنِ الْمُسَيِّبِ، أَنَّ عُمَرَ فَرَضَ عَلَى كُلِّ إِنْسَانٍ فُودِيَ مِنَ الْعَرَبِ بِسِتِّ قَلَائِصَ،"
,
,
"He used to award the same in the case of the person who married an Arab slave girl - that is, each person was to be ransomed with six young she-camels.",وَكَانَ يَقْضِي بِذَلِكَ فِيمَنْ تَزَوَّجَ الْوَلِيدَةَ مِنَ الْعَرَبِ: أَنْ يُفَادَى كُلُّ إِنْسَانٍ بِسِتِّ قَلَائِصَ
"AbU 'Ubayd said: That is, their children from slave girls.",قَالَ أَبُو عُبَيْدٍ: يَعْنِي أَوْلَادَهُمْ مِنَ الْإِمَاءِ.
These are the rules in the case where Arabs used to be imprisoned and enslaved.,"فَهَذِهِ أَحْكَامُ الْأُسَارَى إِذَا كَانَتِ الْعَرَبُ تُؤْسَرُ وَتُسْبَى،"
"This period came to an end, and the Muslims conquered the non-Arab lands.","فَقَدِ انْقَرَضَ ذَلِكَ، وَافْتَتَحَ الْمُسْلِمُونَ بِلَادَ الْعَجَمِ،"
On doing this they enslaved the prisoners as well along with the (implementation of the) three other provisions.,"فَاسْتَرَقُّوا الْأُسَارَى أَيْضًا مَعَ الْأَحْكَامِ الثَّلَاثَةِ،"
The rule followed in such cases was that the ruler had four options in the case of male prisoners: generosity (setting free as a favour); asking for ransom; execution; and enslavement. On this there is a tradition from 'Umar.,"فَأَمْرُ النَّاسِ عَلَى هَذَا أَنَّ الْإِمَامَ مُخَيَّرٌ فِي الْأَسِيرِ مِنَ الرِّجَالِ فِي أَرْبَعَةِ أَحْكَامٍ: الْمَنُّ، وَالْفِدَاءُ، وَالْقَتْلُ، وَالرِّقُّ، وَمِنْ ذَلِكَ حَدِيثُ عُمَرَ"
"(364) He said: Muhammad ibn Kathir related to us from al-Awza'I, who said: “I asked al-Zuhri about what 'Umar used to do with the prisoners, and he said, ‘He would execute them at times, while at other times he would sell them.’”","363 - قَالَ: حَدَّثَنَا مُحَمَّدُ بْنُ كَثِيرٍ، عَنِ الْأَوْزَاعِيِّ، قَالَ: سَأَلْتُ الزُّهْرِيَّ: مَا كَانَ عُمَرُ يَصْنَعُ بِالْأَسَارَى؟ قَالَ: رُبَّمَا قَتَلَهُمْ، وَرُبَّمَا بَاعَهُمْ [ص:179]"
,
"Abu 'Ubayd said: This means that it applies exclusively to non-Arabs, because all the lands that were annexed during his period were the lands of the 'Ajam: Persia and Byzantium.","قَالَ أَبُو عُبَيْدٍ: فَلَيْسَ مَعْنَى هَذَا إِلَّا عَلَى الْعَجَمِ؛ لِأَنَّ كُلَّ بِلَادٍ افْتُتِحَتْ فِي دَهْرِهِ إِنَّمَا كَانَتْ بِلَادَ الْعَجَمِ، فَارِسُ، وَالرُّومُ وَمِنْ ذَلِكَ حَدِيثُ عَمْرِو بْنِ الْعَاصِ"
On this there is a tradition from 'Amr ibn al-'As.,
"(365) 'Abd al-Ghaffar al-Harrani related to me from Ibn Lahl^ from Ibrahim ibn Muhammad al-Hadrami from AyyUb ibn Abi al-'Aliya from his father, who said: “I heard (Amr ibn al-'As saying on the pulpit, ‘Since I have occupied this seat of mine, I have not made an agreement or a pact with the Coptics of Egypt.","364 - حَدَّثَنِي عَبْدُ الْغَفَّارِ بْنُ دَاوُدَ الْحَرَّانِيُّ، عَنِ ابْنِ لَهِيعَةَ، عَنْ إِبْرَاهِيمَ بْنِ مُحَمَّدٍ الْحَضْرَمِيِّ، عَنْ أَيُّوبَ بْنِ أَبِي الْعَالِيَةِ، عَنْ أَبِيهِ، قَالَ: سَمِعْتُ عَمْرَو بْنَ الْعَاصِ، عَلَى الْمِنْبَرِ يَقُولُ: "" لَقَدْ قَعَدْتُ مَقْعَدِي هَذَا وَمَا لِأَحَدٍ مِنْ قِبْطِ مِصْرَ عَلَيَّ عَهْدٌ وَلَا عَقْدٌ،"
"If I wish I can execute them, sell them or make a five-part","إِنْ شِئْتُ قَتَلْتُ، وَإِنْ شِئْتُ بِعْتُ، وَإِنْ شِئْتُ خَمَّسْتُ،"
division.,
"The exception are the people of Antabulus, for we have a pact with them that will be fulfilled.’”","إِلَّا أَهْلَ إِنْطَابُلْسَ: فَإِنَّ لَهُمْ عَهْدًا يُوَفَّى لَهُمْ بِهِ """
