Al-Akhlâq wa’l-Siyar (Morals and Behaviour),الأخلاق والسير في مداواة النفوس
Anyone who rises above the things of this world to which you kneel is mightier than you.,ومن ترفع عما تخضع إليه من أمور الدنيا فهو أعز منك بكثير.
"It is a pious duty for Muslims to teach the good and to practise it. Anyone who does both these things at once is doing two virtuous deeds to perfection. But a person who contents himself with teaching the good without practicing it is acting well by teaching and acting badly by failing to put his teaching into practise, so mingling a good with a bad deed. This case is preferable to that of the person who would not teach the good any more than he would practise it. Such a man, although not virtuous, is more worthy of imitation, he is less blameworthy than someone who forbids the teaching of good and opposing anyone who practises it.",فرض على الناس تعلم الخير والعمل به فمن جمع الأمرين فقد استوفى الفضيلتين معًا ومن علمه ولم يعمل به فقد أحسن في التعليم وأساء في ترك العمل به فخلط عملًا صالحًا وآخر سيئًا وهو خير من آخر لم يعلمه ولم يعمل به وهذا الذي لا خير فيه أمثل حالًا وأقل ذمًا من آخر ينهى عن تعلم الخير ويصد عنه.
"If it was only a man completely without sin who had the right to forbid evil, if it was only the man of perfect virtue who could teach the good, nobody yet would have forbidden evil or ordained the good since [the death of] the Prophet, peace be upon him. This should be enough to make clear to you the corruption, wickedness and opprobrium of anyone who might think this.",ولو لم ينه عن الشر إلا من ليس فيه منه شيء ولا أمر بالخير إلا من استوعبه لما نهى أحد عن شر ولا أمر بخير بعد النبي صلى الله عليه وسلم وحسبك بمن أدى رأيه إلى هذا فسادًا وسوء طبع وذم حال وبالله تعالى التوفيق.
"Abû Muhammad - may God be satisfied with him said,",قال أبو محمد رضي الله عنه:
"“Here someone contradicted, protesting, ‘When al-Hasan [al-Basrî] - may Allah be satisfied with him - forbade something [bad), he never did it himself, and when he ordained something [good], he himself put his orders firmly into practice. Wisdom requires that we do the same, for it has been said that: nothing is more odious than to preach something and not practise it, or to preach against an action and then to do it.’”",فاعترض ها هنا إنسان فقال: كان الحسن رضي الله عنه إذا نهى عن شيء لا يأتيه أصلًا وإذا أمر بشيء كان شديد الأخذ به وهكذا تكون الحكمة وقد قيل: أقبح شيء في العالم أن يأمر بشيء لا يأخذ به في نفسه أو ينهى عن شيء يستعمله.
"Abû Muhammad replied, “The person who said that was lying. There is something more ugly, that is, not to preach good and not to preach against evil and also to allow oneself to act badly and not to do good.”",قال أبو محمد: كذب قائل هذا وأقبح منه من لم يأمر بخير ولا نهى عن شر وهو مع ذلك يعمل الشر ولا يعمل الخير.
Abû Muhammad added:,قال أبو محمد:
Abû al-Aswad al-Du‘alî said this:,وقد قال أبو الأسود الدؤلي:
"Do not forbid a vice that you are given to yourself, for great shame will fall on you.",لا تنه عن خلق وتأتي مثله ... عار عليك إذا فعلت عظيمُ
Start with yourself and forbid yourself your own misdeeds. If you stop devoting yourself to them you will become a wise man.,وابدأ بنفسك فانهها عن غيها ... فإذا انتهت عنه فأنت حكيمُ
"Then your sermons will be accepted, people will take their example from your knowledge and your teaching will be profitable.",فهناك يقبل إن وعظت ويقتدى ... بالعلم منك وينفع التعليمُ.
