"With the Name of Allah, the All-Merciful, the Most Merciful",بسم الله الرحمن الرحيم
"The statement: “Love of the needy” It can be said that this already comes under the general term of good deeds. It has been singled out in mention here in order to show its importance and value. As the love of Allah, the Most High, is mentioned along with what He loves and actions that will help a person attain His love. This is the true essence of all good deeds.","وقوله: "" حب المساكين "". هذا قد يقال أنه من جملة فعل الخيرات، وأفرده بالذكر لشرفه وقوة الاهتمام به، كما أفرد أيضاً ذكر حب الله تعالى وحب من يحبه وحب عمل يبلغه إلى حبه، وذلك أصل فعل الخيرات كلها،"
"It has also been said that it is a request from Allah, the Mighty and Majestic to provide him with the actions of obedience with the limbs and leaving off bad deeds of the limbs, and also that which leads to it. All of which is His love, the love of what He loves and actions that lead to His love.","وقد يقال أنه طلب من الله عز وجل أن يرزقه أعمال الطاعات بالجوارح وترك المنكرات بالجوارح، وأن يرزقه ما يوجب له ذلك، وهو حبه وحب من يحبه وحب عمل يبلغه حبه،"
"This love in the heart brings about the undertaking of good actions by the limbs and the avoidance of bad actions. He also asked Allah, the Most High to make him love the actions which will attain His love. This supplication contains the request of Allah's love, the love of those whom He loves, the love of those actions which draw a person near to His love and love of it. All of which is made necessary by doing good deeds.","فهذه المحبة بالقلب موجبة لفعل الخيرات بالجوارح ولترك المنكرات بالجوارح، وسأل الله تعالى أن يرزقه المحبة فيه. فقد تضمن هذا الدعاء سؤال حب الله عز وجل وحب أحبابه وحب الأعمال التي تقرب من حبه والحب فيه، وذلك مقتض فعل الخيرات كلها."
Whereas leaving off bad deeds implies safety from tribulations; which in turn implies avoiding all evil. So (this) gathers together seeking all good of this life. It also including the seeking of forgiveness and mercy which is all the best of the Hereafter. Thereby containing an invocation for the best of this life and the next.,"وتضمن ترك المنكرات والسلامة من الفتن، وذلك يتضمن اجتناب الشر كله، فجمع هذا الدعاء طلب خير الدنيا، وتضمن سؤال المغفرة والرحمة، وذلك يجمع خير الآخرة كله، فجمع هذا الدعاء خير الدنيا والآخرة.
"
"The intent behind Hoping the needy is in essence love of Allah, the Most High, because the needy and poor have nothing which can cause others to love them for His sake. So they do not love except for Allah’s sake. And love for Allah is the strongest bonds of faith. It is also from among the signs of tasting the sweetness of faith, which is true faith.","والمقصود أن حب المساكين أصل الحب في الله تعالى، لأن المساكين ليس عندهم من الدنيا ما يوجب محبتهم لأجله، فلا يحبون إلا لله عز وجل و "" الحب في الله من أوثق عرى الإيمان ""، و "" من علامات ذوي حلاوة الإيمان ""، وهو "" صريح الإيمان ""،"
"It is the best type of faith, all of which is reported from the Prophet (PBUH) and that he described it as loving for the sake of Allah, the Most High. It was narrated on the authority of Ibn Abbas (radiyAllahu anhuma) who said: ""With it (love) you will attain the guardianship of Allah, and with it you find the sweetness of faith.","وهو "" أفضل الإيمان ""، وهذا كله مروي عن النبي أنه وصف به الحب في الله تعالى، وروي عن ابن عباس أنه قال: "" به تنال ولاية الله، وبه يوجد طعم الإيمان "".
"
"Love of the needy is something the Prophet (PBUH) advised his Companions. Abu Dharr (radiyAllahu anhu) said: ""The Messenger of Allah (PBUH) advised me to love the poor, the needy and to get close to them. Reported by Imam Ahmad.","وحب المساكين قد وصى به النبي غير واحد من أصحابه، قال أبو ذر: أوصاني رسول الله (أن أحب المساكين، وأن أدنو منهم. خرجه الإمام أحمد، "
Reported by Tirmidhii on the authority of A'ishah (radiyAllahu anha) that the Prophet (H) said to her: “O A'ishah love the needy and get close to them for indeed Allah will draw you close on the Day of Judgment.”,"وخرج الترمذي عن عائشة أن النبي قال لها: "" يا عائشة! أحبي المساكين وقربيهم فإن الله يقربك يوم القيامة "".
"
"It has also been narrated that [Prophet] Dawud ('alayhis-salam) use to sit with the poor people and say: ‘O Lord, a poor person (referring to himself) amongst the poor.’","ويروى أن داود عليه السلام كان يجالس المساكين، ويقول: يا رب مسكين بين مساكين."
"The righteous Salaf never ceased counselling others to love the poor. Sufyan Al-Thawri wrote to some of his brothers: ‘You should take care of the poor, the needy and stay close to them because the Messenger of Allah (PBUH) used to ask His Lord for the love of the needy.’","ولم يزل السلف الصالح يوصون بحبح المساكين، كتب سفيان الثوري إلى بعض إخوانه: "" عليك بالفقراء والمساكين والدنو منهم، فإن رسول الله كان يسأل ربه حب المساكين "".
"
"Loving the poor brings about sincerity of actions for Allah, the Most High. Sincerity is the very basis of actions without it actions are not accepted. Indeed love of those in need ensures that it provides them with benefit of whatever is possible from the benefits of this world and the next.","وحب المساكين مستلزم لإخلاص العمل لله تعالى، والإخلاص هو أساس الأعمال الذي لا تثبت الأعمال إلا عليه، فإن حب المساكين يقتضي إسداء النفع إليهم بما يمكن من منافع الدين والدنيا،"
"So when they attain (characteristic of) giving benefit to others, loving them and being kind towards them then this action brings out sincerity.","فإذا حصل إسداء النفع إليهم حباً لهم والإحسان إليهم كان هذا العمل خالصاً، "
"The Qur’an shows this as Allah, the Mighty and Majestic says: “They give food, despite their love for it to the poor, and the orphans and the prisoner. [Saying], ‘We feed you only out of desire for the countenance [i.e., approval] of Allah alone. We do not want any repayment from you, nor any thanks.” [al-Insaan (76): 8-9]","وقد دل القرآن على ذلك، قال عز وجل: (ويُطعِمون الطعام على حُبِّه مسكيناً ويتيماً وأسيراً "" إنما نُطعمكم لوجهِ الله لا نريدُ منكم جزآءً ولا شُكوراً) الإنسان: 8،9،"
